movie_id,title,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie
120.0,The Lord of the Rings: The Fellowship of the Ring,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.0,The Lord of the Rings: The Two Towers,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.0,The Lord of the Rings: The Return of the King,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.0,Princess Mononoke,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129.0,Spirited Away,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
134.0,"O Brother, Where Art Thou?",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137.0,Groundhog Day,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
141.0,Donnie Darko,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142.0,Brokeback Mountain,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146.0,"Crouching Tiger, Hidden Dragon",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149.0,Akira,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152.0,Star Trek: The Motion Picture,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153.0,Lost in Translation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.0,Star Trek II: The Wrath of Khan,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155.0,The Dark Knight,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157.0,Star Trek III: The Search for Spock,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161.0,Ocean's Eleven,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162.0,Edward Scissorhands,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163.0,Ocean's Twelve,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165.0,Back to the Future Part II,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
167.0,K-PAX,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168.0,Star Trek IV: The Voyage Home,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169.0,Predator 2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170.0,28 Days Later,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
172.0,Star Trek V: The Final Frontier,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173.0,"20,000 Leagues Under the Sea",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.0,Star Trek VI: The Undiscovered Country,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176.0,Saw,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
177.0,The Fisher King,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
179.0,The Interpreter,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180.0,Minority Report,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
182.0,The Good German,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
184.0,Jackie Brown,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
186.0,Lucky Number Slevin,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
187.0,Sin City,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189.0,Sin City: A Dame to Kill For,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
193.0,Star Trek: Generations,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
194.0,Amélie,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
196.0,Back to the Future Part III,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
197.0,Braveheart,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
199.0,Star Trek: First Contact,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200.0,Star Trek: Insurrection,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201.0,Star Trek: Nemesis,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203.0,Mean Streets,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0,Hotel Rwanda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
207.0,Dead Poets Society,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.0,Saw III,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
215.0,Saw II,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217.0,Indiana Jones and the Kingdom of the Crystal Skull,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.0,The Terminator,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219.0,Volver,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
223.0,Rebecca,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226.0,Boys Don't Cry,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227.0,The Outsiders,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231.0,Syriana,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235.0,Stand by Me,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238.0,The Godfather,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.0,Some Like It Hot,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
240.0,The Godfather: Part II,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.0,The Godfather: Part III,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243.0,High Fidelity,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
245.0,About a Boy,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
248.0,Pocketful of Miracles,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251.0,Ghost,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
252.0,Willy Wonka & the Chocolate Factory,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253.0,Live and Let Die,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254.0,King Kong,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257.0,Oliver Twist,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
261.0,Cat on a Hot Tin Roof,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268.0,Batman,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272.0,Batman Begins,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274.0,The Silence of the Lambs,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277.0,Underworld,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
278.0,The Shawshank Redemption,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.0,Amadeus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
280.0,Terminator 2: Judgment Day,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284.0,The Apartment,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
285.0,Pirates of the Caribbean: At World's End,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288.0,High Noon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
289.0,Casablanca,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291.0,Riding Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292.0,Dave Chappelle's Block Party,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
296.0,Terminator 3: Rise of the Machines,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297.0,Meet Joe Black,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
298.0,Ocean's Thirteen,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302.0,Swimming Pool,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306.0,Beverly Hills Cop III,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
309.0,The Celebration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310.0,Bruce Almighty,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
311.0,Once Upon a Time in America,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314.0,Catwoman,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.0,True Romance,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
320.0,Insomnia,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
321.0,Mambo Italiano,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
322.0,Mystic River,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
326.0,Snakes on a Plane,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
327.0,Brother,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329.0,Jurassic Park,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330.0,The Lost World: Jurassic Park,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331.0,Jurassic Park III,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
332.0,Inspector Gadget,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
334.0,Magnolia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.0,Once Upon a Time in the West,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338.0,"Good bye, Lenin!",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
342.0,Summer Storm,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345.0,Eyes Wide Shut,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
346.0,Seven Samurai,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348.0,Alien,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
350.0,The Devil Wears Prada,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
364.0,Batman Returns,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.0,A Nightmare on Elm Street,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380.0,Rain Man,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.0,Das Boot,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
388.0,Inside Man,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389.0,12 Angry Men,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391.0,A Fistful of Dollars,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392.0,Chocolat,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
393.0,Kill Bill: Vol. 2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395.0,AVP: Alien vs. Predator,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.0,Capote,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.0,Things to Do in Denver When You're Dead,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.0,Garden State,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
403.0,Driving Miss Daisy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
404.0,The Straight Story,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408.0,Snow White and the Seven Dwarfs,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
409.0,The English Patient,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
411.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
414.0,Batman Forever,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415.0,Batman & Robin,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421.0,The Life Aquatic with Steve Zissou,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
423.0,The Pianist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
424.0,Schindler's List,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
425.0,Ice Age,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
429.0,"The Good, the Bad and the Ugly",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
431.0,Cube,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
433.0,Mary Poppins,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
435.0,The Day After Tomorrow,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
436.0,Maria Full of Grace,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440.0,Aliens vs Predator: Requiem,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
451.0,Leaving Las Vegas,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
453.0,A Beautiful Mind,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
454.0,Romeo + Juliet,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
455.0,Bend It Like Beckham,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
462.0,Erin Brockovich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464.0,As It Is in Heaven,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
468.0,My Own Private Idaho,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
470.0,21 Grams,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
473.0,Pi,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
479.0,Shaft,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
480.0,Monsoon Wedding,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
489.0,Good Will Hunting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492.0,Being John Malkovich,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
496.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
497.0,The Green Mile,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.0,Reservoir Dogs,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
503.0,Poseidon,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504.0,Monster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507.0,Killing Zoe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
508.0,Love Actually,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
509.0,Notting Hill,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
510.0,One Flew Over the Cuckoo's Nest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512.0,Scoop,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
522.0,Ed Wood,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
524.0,Casino,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525.0,The Blues Brothers,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
526.0,Ladyhawke,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
533.0,The Curse of the Were-Rabbit,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
534.0,Terminator Salvation,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
535.0,Flashdance,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
539.0,Psycho,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
540.0,D.E.B.S.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542.0,The Crime of Padre Amaro,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
544.0,There's Something About Mary,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
546.0,Transamerica,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.0,The Horse Whisperer,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
549.0,Basquiat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
550.0,Fight Club,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557.0,Spider-Man,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558.0,Spider-Man 2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559.0,Spider-Man 3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562.0,Die Hard,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
563.0,Starship Troopers,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
568.0,Apollo 13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573.0,Frenzy,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
576.0,The Wild Bunch,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577.0,To Die For,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
578.0,Jaws,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
579.0,Jaws 2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
580.0,Jaws: The Revenge,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
581.0,Dances with Wolves,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
582.0,The Lives of Others,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
584.0,2 Fast 2 Furious,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
585.0,"Monsters, Inc.",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
586.0,Wag the Dog,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
587.0,Big Fish,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588.0,Silent Hill,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
590.0,The Hours,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591.0,The Da Vinci Code,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
592.0,The Conversation,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
593.0,Solaris,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
594.0,The Terminal,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
595.0,To Kill a Mockingbird,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597.0,Titanic,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
598.0,City of God,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601.0,E.T. the Extra-Terrestrial,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
