movie_id,title,id,name
44912,Green Lantern,878,Science Fiction
10193,Toy Story 3,16,Animation
10193,Toy Story 3,10751,Family
10193,Toy Story 3,35,Comedy
534,Terminator Salvation,28,Action
534,Terminator Salvation,878,Science Fiction
534,Terminator Salvation,53,Thriller
168259,Furious 7,28,Action
72190,World War Z,28,Action
72190,World War Z,18,Drama
72190,World War Z,27,Horror
72190,World War Z,878,Science Fiction
72190,World War Z,53,Thriller
127585,X-Men: Days of Future Past,28,Action
127585,X-Men: Days of Future Past,12,Adventure
127585,X-Men: Days of Future Past,14,Fantasy
127585,X-Men: Days of Future Past,878,Science Fiction
54138,Star Trek Into Darkness,28,Action
54138,Star Trek Into Darkness,12,Adventure
54138,Star Trek Into Darkness,878,Science Fiction
81005,Jack the Giant Slayer,28,Action
81005,Jack the Giant Slayer,10751,Family
81005,Jack the Giant Slayer,14,Fantasy
64682,The Great Gatsby,18,Drama
64682,The Great Gatsby,10749,Romance
9543,Prince of Persia: The Sands of Time,12,Adventure
9543,Prince of Persia: The Sands of Time,14,Fantasy
9543,Prince of Persia: The Sands of Time,28,Action
9543,Prince of Persia: The Sands of Time,10749,Romance
68726,Pacific Rim,28,Action
68726,Pacific Rim,878,Science Fiction
68726,Pacific Rim,12,Adventure
38356,Transformers: Dark of the Moon,28,Action
38356,Transformers: Dark of the Moon,878,Science Fiction
38356,Transformers: Dark of the Moon,12,Adventure
217,Indiana Jones and the Kingdom of the Crystal Skull,12,Adventure
217,Indiana Jones and the Kingdom of the Crystal Skull,28,Action
105864,The Good Dinosaur,12,Adventure
105864,The Good Dinosaur,16,Animation
105864,The Good Dinosaur,10751,Family
62177,Brave,16,Animation
62177,Brave,12,Adventure
62177,Brave,35,Comedy
62177,Brave,10751,Family
62177,Brave,28,Action
62177,Brave,14,Fantasy
188927,Star Trek Beyond,28,Action
188927,Star Trek Beyond,12,Adventure
188927,Star Trek Beyond,878,Science Fiction
10681,WALL·E,16,Animation
10681,WALL·E,10751,Family
5174,Rush Hour 3,28,Action
5174,Rush Hour 3,35,Comedy
5174,Rush Hour 3,80,Crime
5174,Rush Hour 3,53,Thriller
14161,2012,28,Action
14161,2012,12,Adventure
14161,2012,878,Science Fiction
17979,A Christmas Carol,16,Animation
17979,A Christmas Carol,18,Drama
76757,Jupiter Ascending,878,Science Fiction
76757,Jupiter Ascending,14,Fantasy
76757,Jupiter Ascending,28,Action
76757,Jupiter Ascending,12,Adventure
258489,The Legend of Tarzan,28,Action
258489,The Legend of Tarzan,12,Adventure
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12,Adventure
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",10751,Family
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",14,Fantasy
246655,X-Men: Apocalypse,878,Science Fiction
155,The Dark Knight,18,Drama
155,The Dark Knight,28,Action
155,The Dark Knight,80,Crime
155,The Dark Knight,53,Thriller
14160,Up,16,Animation
14160,Up,35,Comedy
14160,Up,10751,Family
14160,Up,12,Adventure
15512,Monsters vs Aliens,16,Animation
15512,Monsters vs Aliens,10751,Family
15512,Monsters vs Aliens,12,Adventure
15512,Monsters vs Aliens,878,Science Fiction
1726,Iron Man,28,Action
1726,Iron Man,878,Science Fiction
1726,Iron Man,12,Adventure
44826,Hugo,12,Adventure
44826,Hugo,18,Drama
44826,Hugo,10751,Family
8487,Wild Wild West,28,Action
8487,Wild Wild West,12,Adventure
8487,Wild Wild West,35,Comedy
8487,Wild Wild West,878,Science Fiction
8487,Wild Wild West,37,Western
1735,The Mummy: Tomb of the Dragon Emperor,12,Adventure
1735,The Mummy: Tomb of the Dragon Emperor,28,Action
1735,The Mummy: Tomb of the Dragon Emperor,14,Fantasy
297761,Suicide Squad,28,Action
297761,Suicide Squad,12,Adventure
297761,Suicide Squad,80,Crime
297761,Suicide Squad,14,Fantasy
297761,Suicide Squad,878,Science Fiction
2698,Evan Almighty,14,Fantasy
2698,Evan Almighty,35,Comedy
2698,Evan Almighty,10751,Family
137113,Edge of Tomorrow,28,Action
137113,Edge of Tomorrow,878,Science Fiction
9804,Waterworld,12,Adventure
9804,Waterworld,28,Action
14869,G.I. Joe: The Rise of Cobra,12,Adventure
14869,G.I. Joe: The Rise of Cobra,28,Action
14869,G.I. Joe: The Rise of Cobra,53,Thriller
14869,G.I. Joe: The Rise of Cobra,878,Science Fiction
150540,Inside Out,18,Drama
150540,Inside Out,35,Comedy
150540,Inside Out,16,Animation
150540,Inside Out,10751,Family
278927,The Jungle Book,10751,Family
278927,The Jungle Book,12,Adventure
278927,The Jungle Book,18,Drama
278927,The Jungle Book,14,Fantasy
10138,Iron Man 2,12,Adventure
10138,Iron Man 2,28,Action
10138,Iron Man 2,878,Science Fiction
58595,Snow White and the Huntsman,12,Adventure
58595,Snow White and the Huntsman,14,Fantasy
58595,Snow White and the Huntsman,18,Drama
102651,Maleficent,14,Fantasy
102651,Maleficent,12,Adventure
102651,Maleficent,28,Action
102651,Maleficent,10751,Family
102651,Maleficent,10749,Romance
119450,Dawn of the Planet of the Apes,878,Science Fiction
119450,Dawn of the Planet of the Apes,28,Action
119450,Dawn of the Planet of the Apes,18,Drama
119450,Dawn of the Planet of the Apes,53,Thriller
79698,The Lovers,28,Action
79698,The Lovers,12,Adventure
79698,The Lovers,878,Science Fiction
79698,The Lovers,10749,Romance
64686,47 Ronin,18,Drama
64686,47 Ronin,28,Action
64686,47 Ronin,12,Adventure
64686,47 Ronin,14,Fantasy
100402,Captain America: The Winter Soldier,28,Action
100402,Captain America: The Winter Soldier,12,Adventure
100402,Captain America: The Winter Soldier,878,Science Fiction
10192,Shrek Forever After,35,Comedy
10192,Shrek Forever After,12,Adventure
10192,Shrek Forever After,14,Fantasy
10192,Shrek Forever After,16,Animation
10192,Shrek Forever After,10751,Family
158852,Tomorrowland,12,Adventure
158852,Tomorrowland,10751,Family
158852,Tomorrowland,9648,Mystery
158852,Tomorrowland,878,Science Fiction
177572,Big Hero 6,12,Adventure
177572,Big Hero 6,10751,Family
177572,Big Hero 6,16,Animation
177572,Big Hero 6,28,Action
177572,Big Hero 6,35,Comedy
82690,Wreck-It Ralph,10751,Family
82690,Wreck-It Ralph,16,Animation
82690,Wreck-It Ralph,35,Comedy
82690,Wreck-It Ralph,12,Adventure
5255,The Polar Express,12,Adventure
5255,The Polar Express,16,Animation
5255,The Polar Express,10751,Family
5255,The Polar Express,14,Fantasy
47933,Independence Day: Resurgence,28,Action
47933,Independence Day: Resurgence,12,Adventure
47933,Independence Day: Resurgence,878,Science Fiction
10191,How to Train Your Dragon,14,Fantasy
10191,How to Train Your Dragon,12,Adventure
10191,How to Train Your Dragon,16,Animation
10191,How to Train Your Dragon,10751,Family
296,Terminator 3: Rise of the Machines,28,Action
296,Terminator 3: Rise of the Machines,53,Thriller
296,Terminator 3: Rise of the Machines,878,Science Fiction
118340,Guardians of the Galaxy,28,Action
118340,Guardians of the Galaxy,878,Science Fiction
118340,Guardians of the Galaxy,12,Adventure
157336,Interstellar,12,Adventure
157336,Interstellar,18,Drama
157336,Interstellar,878,Science Fiction
27205,Inception,28,Action
27205,Inception,53,Thriller
27205,Inception,878,Science Fiction
27205,Inception,9648,Mystery
27205,Inception,12,Adventure
315011,Shin Godzilla,28,Action
315011,Shin Godzilla,12,Adventure
315011,Shin Godzilla,18,Drama
315011,Shin Godzilla,27,Horror
315011,Shin Godzilla,878,Science Fiction
49051,The Hobbit: An Unexpected Journey,12,Adventure
49051,The Hobbit: An Unexpected Journey,14,Fantasy
49051,The Hobbit: An Unexpected Journey,28,Action
9799,The Fast and the Furious,28,Action
9799,The Fast and the Furious,80,Crime
9799,The Fast and the Furious,53,Thriller
4922,The Curious Case of Benjamin Button,14,Fantasy
4922,The Curious Case of Benjamin Button,18,Drama
4922,The Curious Case of Benjamin Button,53,Thriller
4922,The Curious Case of Benjamin Button,9648,Mystery
4922,The Curious Case of Benjamin Button,10749,Romance
49538,X-Men: First Class,28,Action
49538,X-Men: First Class,878,Science Fiction
49538,X-Men: First Class,12,Adventure
131634,The Hunger Games: Mockingjay - Part 2,28,Action
131634,The Hunger Games: Mockingjay - Part 2,12,Adventure
131634,The Hunger Games: Mockingjay - Part 2,878,Science Fiction
27022,The Sorcerer's Apprentice,14,Fantasy
27022,The Sorcerer's Apprentice,12,Adventure
27022,The Sorcerer's Apprentice,28,Action
27022,The Sorcerer's Apprentice,35,Comedy
27022,The Sorcerer's Apprentice,18,Drama
503,Poseidon,12,Adventure
503,Poseidon,28,Action
503,Poseidon,18,Drama
503,Poseidon,53,Thriller
241259,Alice Through the Looking Glass,14,Fantasy
810,Shrek the Third,14,Fantasy
810,Shrek the Third,12,Adventure
810,Shrek the Third,16,Animation
810,Shrek the Third,35,Comedy
810,Shrek the Third,10751,Family
68735,Warcraft,28,Action
68735,Warcraft,12,Adventure
68735,Warcraft,14,Fantasy
87101,Terminator Genisys,878,Science Fiction
87101,Terminator Genisys,28,Action
87101,Terminator Genisys,53,Thriller
87101,Terminator Genisys,12,Adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,12,Adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,10751,Family
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,14,Fantasy
676,Pearl Harbor,36,History
676,Pearl Harbor,10749,Romance
676,Pearl Harbor,10752,War
1858,Transformers,12,Adventure
1858,Transformers,878,Science Fiction
1858,Transformers,28,Action
1966,Alexander,10752,War
1966,Alexander,36,History
1966,Alexander,28,Action
1966,Alexander,12,Adventure
1966,Alexander,18,Drama
1966,Alexander,10749,Romance
675,Harry Potter and the Order of the Phoenix,12,Adventure
675,Harry Potter and the Order of the Phoenix,14,Fantasy
675,Harry Potter and the Order of the Phoenix,10751,Family
675,Harry Potter and the Order of the Phoenix,9648,Mystery
674,Harry Potter and the Goblet of Fire,12,Adventure
674,Harry Potter and the Goblet of Fire,14,Fantasy
674,Harry Potter and the Goblet of Fire,10751,Family
8960,Hancock,14,Fantasy
8960,Hancock,28,Action
6479,I Am Legend,18,Drama
6479,I Am Legend,27,Horror
6479,I Am Legend,28,Action
6479,I Am Legend,53,Thriller
6479,I Am Legend,878,Science Fiction
118,Charlie and the Chocolate Factory,12,Adventure
118,Charlie and the Chocolate Factory,35,Comedy
118,Charlie and the Chocolate Factory,10751,Family
118,Charlie and the Chocolate Factory,14,Fantasy
2062,Ratatouille,16,Animation
2062,Ratatouille,35,Comedy
2062,Ratatouille,10751,Family
2062,Ratatouille,14,Fantasy
272,Batman Begins,28,Action
272,Batman Begins,80,Crime
272,Batman Begins,18,Drama
10527,Madagascar: Escape 2 Africa,10751,Family
10527,Madagascar: Escape 2 Africa,16,Animation
18360,Night at the Museum: Battle of the Smithsonian,12,Adventure
18360,Night at the Museum: Battle of the Smithsonian,14,Fantasy
18360,Night at the Museum: Battle of the Smithsonian,28,Action
18360,Night at the Museum: Battle of the Smithsonian,35,Comedy
18360,Night at the Museum: Battle of the Smithsonian,10751,Family
2080,X-Men Origins: Wolverine,12,Adventure
2080,X-Men Origins: Wolverine,28,Action
2080,X-Men Origins: Wolverine,53,Thriller
2080,X-Men Origins: Wolverine,878,Science Fiction
605,The Matrix Revolutions,12,Adventure
605,The Matrix Revolutions,28,Action
605,The Matrix Revolutions,53,Thriller
605,The Matrix Revolutions,878,Science Fiction
109445,Frozen,16,Animation
109445,Frozen,12,Adventure
109445,Frozen,10751,Family
604,The Matrix Reloaded,12,Adventure
604,The Matrix Reloaded,28,Action
604,The Matrix Reloaded,53,Thriller
604,The Matrix Reloaded,878,Science Fiction
76338,Thor: The Dark World,28,Action
76338,Thor: The Dark World,12,Adventure
76338,Thor: The Dark World,14,Fantasy
76341,Mad Max: Fury Road,28,Action
76341,Mad Max: Fury Road,12,Adventure
76341,Mad Max: Fury Road,878,Science Fiction
76341,Mad Max: Fury Road,53,Thriller
13448,Angels & Demons,53,Thriller
13448,Angels & Demons,9648,Mystery
10195,Thor,12,Adventure
10195,Thor,14,Fantasy
10195,Thor,28,Action
13053,Bolt,16,Animation
13053,Bolt,10751,Family
13053,Bolt,12,Adventure
13053,Bolt,35,Comedy
19585,G-Force,14,Fantasy
19585,G-Force,28,Action
19585,G-Force,12,Adventure
19585,G-Force,10751,Family
19585,G-Force,35,Comedy
57165,Wrath of the Titans,12,Adventure
62213,Dark Shadows,35,Comedy
62213,Dark Shadows,14,Fantasy
177677,Mission: Impossible - Rogue Nation,28,Action
177677,Mission: Impossible - Rogue Nation,12,Adventure
177677,Mission: Impossible - Rogue Nation,53,Thriller
7978,The Wolfman,18,Drama
7978,The Wolfman,27,Horror
7978,The Wolfman,53,Thriller
5559,Bee Movie,10751,Family
5559,Bee Movie,16,Animation
5559,Bee Movie,12,Adventure
5559,Bee Movie,35,Comedy
49444,Kung Fu Panda 2,16,Animation
49444,Kung Fu Panda 2,10751,Family
10196,The Last Airbender,28,Action
10196,The Last Airbender,12,Adventure
10196,The Last Airbender,10751,Family
10196,The Last Airbender,14,Fantasy
956,Mission: Impossible III,12,Adventure
956,Mission: Impossible III,28,Action
956,Mission: Impossible III,53,Thriller
117251,White House Down,28,Action
117251,White House Down,18,Drama
117251,White House Down,53,Thriller
50321,Mars Needs Moms,12,Adventure
50321,Mars Needs Moms,16,Animation
50321,Mars Needs Moms,10751,Family
11619,Flushed Away,12,Adventure
11619,Flushed Away,16,Animation
11619,Flushed Away,35,Comedy
11619,Flushed Away,10751,Family
266647,Pan,12,Adventure
266647,Pan,10751,Family
266647,Pan,14,Fantasy
82703,Mr. Peabody & Sherman,16,Animation
82703,Mr. Peabody & Sherman,12,Adventure
82703,Mr. Peabody & Sherman,10751,Family
652,Troy,12,Adventure
652,Troy,18,Drama
652,Troy,10752,War
80321,Madagascar 3: Europe's Most Wanted,16,Animation
80321,Madagascar 3: Europe's Most Wanted,10751,Family
36669,Die Another Day,12,Adventure
36669,Die Another Day,28,Action
36669,Die Another Day,53,Thriller
43074,Ghostbusters,28,Action
43074,Ghostbusters,14,Fantasy
43074,Ghostbusters,35,Comedy
95,Armageddon,28,Action
95,Armageddon,53,Thriller
95,Armageddon,878,Science Fiction
95,Armageddon,12,Adventure
608,Men in Black II,28,Action
608,Men in Black II,12,Adventure
608,Men in Black II,35,Comedy
608,Men in Black II,878,Science Fiction
2310,Beowulf,12,Adventure
2310,Beowulf,28,Action
2310,Beowulf,16,Animation
140300,Kung Fu Panda 3,28,Action
140300,Kung Fu Panda 3,12,Adventure
140300,Kung Fu Panda 3,16,Animation
140300,Kung Fu Panda 3,35,Comedy
140300,Kung Fu Panda 3,10751,Family
56292,Mission: Impossible - Ghost Protocol,28,Action
56292,Mission: Impossible - Ghost Protocol,53,Thriller
56292,Mission: Impossible - Ghost Protocol,12,Adventure
81188,Rise of the Guardians,14,Fantasy
81188,Rise of the Guardians,16,Animation
81188,Rise of the Guardians,10751,Family
7552,Fun with Dick and Jane,35,Comedy
616,The Last Samurai,18,Drama
616,The Last Samurai,28,Action
616,The Last Samurai,10752,War
616,The Last Samurai,36,History
147441,Exodus: Gods and Kings,12,Adventure
147441,Exodus: Gods and Kings,18,Drama
147441,Exodus: Gods and Kings,28,Action
13475,Star Trek,878,Science Fiction
13475,Star Trek,28,Action
13475,Star Trek,12,Adventure
557,Spider-Man,14,Fantasy
557,Spider-Man,28,Action
82702,How to Train Your Dragon 2,14,Fantasy
82702,How to Train Your Dragon 2,28,Action
82702,How to Train Your Dragon 2,12,Adventure
82702,How to Train Your Dragon 2,16,Animation
82702,How to Train Your Dragon 2,35,Comedy
82702,How to Train Your Dragon 2,10751,Family
205584,Gods of Egypt,14,Fantasy
10048,Stealth,28,Action
13183,Watchmen,28,Action
13183,Watchmen,9648,Mystery
13183,Watchmen,878,Science Fiction
944,Lethal Weapon 4,28,Action
944,Lethal Weapon 4,12,Adventure
944,Lethal Weapon 4,35,Comedy
944,Lethal Weapon 4,80,Crime
944,Lethal Weapon 4,53,Thriller
1927,Hulk,18,Drama
1927,Hulk,28,Action
1927,Hulk,878,Science Fiction
72559,G.I. Joe: Retaliation,12,Adventure
72559,G.I. Joe: Retaliation,28,Action
72559,G.I. Joe: Retaliation,878,Science Fiction
72559,G.I. Joe: Retaliation,53,Thriller
7364,Sahara,28,Action
7364,Sahara,12,Adventure
7364,Sahara,35,Comedy
7364,Sahara,18,Drama
7364,Sahara,9648,Mystery
2114,Final Fantasy: The Spirits Within,12,Adventure
2114,Final Fantasy: The Spirits Within,28,Action
2114,Final Fantasy: The Spirits Within,16,Animation
2114,Final Fantasy: The Spirits Within,14,Fantasy
2114,Final Fantasy: The Spirits Within,878,Science Fiction
2114,Final Fantasy: The Spirits Within,53,Thriller
1771,Captain America: The First Avenger,28,Action
1771,Captain America: The First Avenger,12,Adventure
1771,Captain America: The First Avenger,878,Science Fiction
36643,The World Is Not Enough,12,Adventure
36643,The World Is Not Enough,28,Action
36643,The World Is Not Enough,53,Thriller
8619,Master and Commander: The Far Side of the World,12,Adventure
50620,The Twilight Saga: Breaking Dawn - Part 2,12,Adventure
50620,The Twilight Saga: Breaking Dawn - Part 2,14,Fantasy
50620,The Twilight Saga: Breaking Dawn - Part 2,18,Drama
50620,The Twilight Saga: Breaking Dawn - Part 2,10749,Romance
65759,Happy Feet Two,16,Animation
65759,Happy Feet Two,35,Comedy
65759,Happy Feet Two,10751,Family
1724,The Incredible Hulk,878,Science Fiction
1724,The Incredible Hulk,28,Action
1724,The Incredible Hulk,12,Adventure
267935,The BFG,12,Adventure
267935,The BFG,10751,Family
267935,The BFG,14,Fantasy
281957,The Revenant,37,Western
281957,The Revenant,18,Drama
281957,The Revenant,12,Adventure
281957,The Revenant,53,Thriller
77950,Turbo,16,Animation
77950,Turbo,10751,Family
44896,Rango,16,Animation
44896,Rango,35,Comedy
44896,Rango,10751,Family
44896,Rango,37,Western
44896,Rango,12,Adventure
270946,Penguins of Madagascar,10751,Family
270946,Penguins of Madagascar,16,Animation
270946,Penguins of Madagascar,12,Adventure
270946,Penguins of Madagascar,35,Comedy
2503,The Bourne Ultimatum,28,Action
2503,The Bourne Ultimatum,18,Drama
2503,The Bourne Ultimatum,9648,Mystery
2503,The Bourne Ultimatum,53,Thriller
9502,Kung Fu Panda,12,Adventure
9502,Kung Fu Panda,16,Animation
9502,Kung Fu Panda,10751,Family
9502,Kung Fu Panda,35,Comedy
102899,Ant-Man,878,Science Fiction
102899,Ant-Man,28,Action
102899,Ant-Man,12,Adventure
101299,The Hunger Games: Catching Fire,12,Adventure
101299,The Hunger Games: Catching Fire,28,Action
101299,The Hunger Games: Catching Fire,878,Science Fiction
228161,Home,14,Fantasy
228161,Home,35,Comedy
228161,Home,16,Animation
228161,Home,878,Science Fiction
228161,Home,10751,Family
74,War of the Worlds,12,Adventure
74,War of the Worlds,53,Thriller
74,War of the Worlds,878,Science Fiction
8961,Bad Boys II,12,Adventure
8961,Bad Boys II,28,Action
8961,Bad Boys II,35,Comedy
8961,Bad Boys II,53,Thriller
8961,Bad Boys II,80,Crime
417859,Puss in Boots,28,Action
417859,Puss in Boots,12,Adventure
417859,Puss in Boots,16,Animation
417859,Puss in Boots,10751,Family
417859,Puss in Boots,14,Fantasy
27576,Salt,28,Action
27576,Salt,9648,Mystery
27576,Salt,53,Thriller
86834,Noah,18,Drama
86834,Noah,12,Adventure
17578,The Adventures of Tintin,12,Adventure
17578,The Adventures of Tintin,16,Animation
17578,The Adventures of Tintin,9648,Mystery
673,Harry Potter and the Prisoner of Azkaban,12,Adventure
673,Harry Potter and the Prisoner of Azkaban,14,Fantasy
673,Harry Potter and the Prisoner of Azkaban,10751,Family
6972,Australia,18,Drama
82700,After Earth,878,Science Fiction
82700,After Earth,28,Action
82700,After Earth,12,Adventure
10567,Dinosaur,16,Animation
10567,Dinosaur,10751,Family
181533,Night at the Museum: Secret of the Tomb,12,Adventure
181533,Night at the Museum: Secret of the Tomb,35,Comedy
181533,Night at the Museum: Secret of the Tomb,14,Fantasy
181533,Night at the Museum: Secret of the Tomb,10751,Family
38055,Megamind,16,Animation
38055,Megamind,28,Action
38055,Megamind,35,Comedy
38055,Megamind,10751,Family
38055,Megamind,878,Science Fiction
671,Harry Potter and the Philosopher's Stone,12,Adventure
671,Harry Potter and the Philosopher's Stone,14,Fantasy
671,Harry Potter and the Philosopher's Stone,10751,Family
49524,R.I.P.D.,14,Fantasy
49524,R.I.P.D.,28,Action
49524,R.I.P.D.,35,Comedy
49524,R.I.P.D.,80,Crime
22,Pirates of the Caribbean: The Curse of the Black Pearl,12,Adventure
22,Pirates of the Caribbean: The Curse of the Black Pearl,14,Fantasy
22,Pirates of the Caribbean: The Curse of the Black Pearl,28,Action
131631,The Hunger Games: Mockingjay - Part 1,878,Science Fiction
131631,The Hunger Games: Mockingjay - Part 1,12,Adventure
131631,The Hunger Games: Mockingjay - Part 1,53,Thriller
591,The Da Vinci Code,53,Thriller
591,The Da Vinci Code,9648,Mystery
172385,Rio 2,16,Animation
172385,Rio 2,12,Adventure
172385,Rio 2,35,Comedy
172385,Rio 2,10751,Family
36658,X2,12,Adventure
36658,X2,28,Action
36658,X2,878,Science Fiction
36658,X2,53,Thriller
51497,Fast Five,28,Action
51497,Fast Five,53,Thriller
51497,Fast Five,80,Crime
58574,Sherlock Holmes: A Game of Shadows,12,Adventure
58574,Sherlock Holmes: A Game of Shadows,28,Action
58574,Sherlock Holmes: A Game of Shadows,80,Crime
58574,Sherlock Holmes: A Game of Shadows,9648,Mystery
18823,Clash of the Titans,12,Adventure
18823,Clash of the Titans,14,Fantasy
18823,Clash of the Titans,28,Action
861,Total Recall,28,Action
861,Total Recall,12,Adventure
861,Total Recall,878,Science Fiction
1911,The 13th Warrior,12,Adventure
1911,The 13th Warrior,14,Fantasy
1911,The 13th Warrior,28,Action
49040,The Bourne Legacy,28,Action
49040,The Bourne Legacy,53,Thriller
415,Batman & Robin,28,Action
415,Batman & Robin,80,Crime
415,Batman & Robin,14,Fantasy
8871,How the Grinch Stole Christmas,10751,Family
8871,How the Grinch Stole Christmas,35,Comedy
8871,How the Grinch Stole Christmas,14,Fantasy
435,The Day After Tomorrow,28,Action
435,The Day After Tomorrow,12,Adventure
435,The Day After Tomorrow,878,Science Fiction
435,The Day After Tomorrow,53,Thriller
955,Mission: Impossible II,12,Adventure
955,Mission: Impossible II,28,Action
955,Mission: Impossible II,53,Thriller
2133,The Perfect Storm,18,Drama
1979,Fantastic 4: Rise of the Silver Surfer,12,Adventure
1979,Fantastic 4: Rise of the Silver Surfer,14,Fantasy
