movie_id,title,id,name
57201,The Lone Ranger,2691,Infinitum Nihil
57201,The Lone Ranger,37380,Silver Bullet Productions (II)
57201,The Lone Ranger,37381,Blind Wink Productions
57201,The Lone Ranger,37382,Classic Media
49521,Man of Steel,923,Legendary Pictures
49521,Man of Steel,6194,Warner Bros.
49521,Man of Steel,9993,DC Entertainment
49521,Man of Steel,9996,Syncopy
49521,Man of Steel,78685,Cruel and Unusual Films
2454,The Chronicles of Narnia: Prince Caspian,5888,Walt Disney
2454,The Chronicles of Narnia: Prince Caspian,10221,Walden Media
2454,The Chronicles of Narnia: Prince Caspian,11345,Stillking Films
2454,The Chronicles of Narnia: Prince Caspian,11440,Ozumi Films
2454,The Chronicles of Narnia: Prince Caspian,11441,Propeler
2454,The Chronicles of Narnia: Prince Caspian,11442,Silverbell Films
2454,The Chronicles of Narnia: Prince Caspian,76043,Revolution Sun Studios
24428,The Avengers,4,Paramount Pictures
24428,The Avengers,420,Marvel Studios
1865,Pirates of the Caribbean: On Stranger Tides,2,Walt Disney Pictures
1865,Pirates of the Caribbean: On Stranger Tides,130,Jerry Bruckheimer Films
1865,Pirates of the Caribbean: On Stranger Tides,20478,Moving Picture Company (MPC)
41154,Men in Black 3,56,Amblin Entertainment
41154,Men in Black 3,5627,Media Magik Entertainment
41154,Men in Black 3,6736,Imagenation Abu Dhabi FZ
41154,Men in Black 3,9169,Hemisphere Media Capital
41154,Men in Black 3,11084,Parkes/MacDonald Productions
122917,The Hobbit: The Battle of the Five Armies,11,WingNut Films
122917,The Hobbit: The Battle of the Five Armies,12,New Line Cinema
122917,The Hobbit: The Battle of the Five Armies,174,Warner Bros. Pictures
122917,The Hobbit: The Battle of the Five Armies,7413,3Foot7
122917,The Hobbit: The Battle of the Five Armies,8411,Metro-Goldwyn-Mayer (MGM)
1930,The Amazing Spider-Man,5,Columbia Pictures
1930,The Amazing Spider-Man,326,Laura Ziskin Productions
1930,The Amazing Spider-Man,7505,Marvel Entertainment
20662,Robin Hood,23,Imagine Entertainment
20662,Robin Hood,33,Universal Pictures
20662,Robin Hood,1645,Scott Free Productions
20662,Robin Hood,7295,Relativity Media
57158,The Hobbit: The Desolation of Smaug,11,WingNut Films
57158,The Hobbit: The Desolation of Smaug,12,New Line Cinema
57158,The Hobbit: The Desolation of Smaug,174,Warner Bros. Pictures
57158,The Hobbit: The Desolation of Smaug,8411,Metro-Goldwyn-Mayer (MGM)
2268,The Golden Compass,12,New Line Cinema
2268,The Golden Compass,289,Ingenious Film Partners
2268,The Golden Compass,1473,Depth of Field
2268,The Golden Compass,1938,Scholastic Productions
254,King Kong,11,WingNut Films
254,King Kong,33,Universal Pictures
254,King Kong,68,Big Primate Pictures
254,King Kong,69,MFPV Film
597,Titanic,4,Paramount Pictures
597,Titanic,306,Twentieth Century Fox Film Corporation
597,Titanic,574,Lightstorm Entertainment
271110,Captain America: Civil War,264,Studio Babelsberg
271110,Captain America: Civil War,420,Marvel Studios
271110,Captain America: Civil War,3036,Walt Disney Studios Motion Pictures
271110,Captain America: Civil War,84424,Vita-Ray Dutch Productions (III)
271110,Captain America: Civil War,84425,Deluxe Digital Studios
44833,Battleship,33,Universal Pictures
44833,Battleship,2598,Hasbro
44833,Battleship,13778,Bluegrass Films
44833,Battleship,20153,Film 44
135397,Jurassic World,13,Universal Studios
135397,Jurassic World,56,Amblin Entertainment
135397,Jurassic World,923,Legendary Pictures
135397,Jurassic World,3341,Fuji Television Network
135397,Jurassic World,6452,Dentsu
37724,Skyfall,5,Columbia Pictures
558,Spider-Man 2,5,Columbia Pictures
558,Spider-Man 2,326,Laura Ziskin Productions
558,Spider-Man 2,19551,Marvel Enterprises
68721,Iron Man 3,420,Marvel Studios
12155,Alice in Wonderland,2,Walt Disney Pictures
12155,Alice in Wonderland,598,Team Todd
12155,Alice in Wonderland,8601,Tim Burton Productions
12155,Alice in Wonderland,16314,Roth Films
12155,Alice in Wonderland,20004,"Zanuck Company, The"
36668,X-Men: The Last Stand,289,Ingenious Film Partners
36668,X-Men: The Last Stand,306,Twentieth Century Fox Film Corporation
36668,X-Men: The Last Stand,431,Donners' Company
36668,X-Men: The Last Stand,444,Dune Entertainment
36668,X-Men: The Last Stand,445,Major Studio Partners
36668,X-Men: The Last Stand,9168,Bad Hat Harry Productions
36668,X-Men: The Last Stand,12247,thinkfilm
36668,X-Men: The Last Stand,19551,Marvel Enterprises
36668,X-Men: The Last Stand,79028,X3 Canada Productions
36668,X-Men: The Last Stand,79029,X3US Productions
36668,X-Men: The Last Stand,79030,XM3 Service
62211,Monsters University,2,Walt Disney Pictures
62211,Monsters University,3,Pixar Animation Studios
8373,Transformers: Revenge of the Fallen,4,Paramount Pictures
8373,Transformers: Revenge of the Fallen,27,DreamWorks SKG
8373,Transformers: Revenge of the Fallen,56,Amblin Entertainment
8373,Transformers: Revenge of the Fallen,435,Di Bonaventura Pictures
8373,Transformers: Revenge of the Fallen,2481,Platinum Dunes
8373,Transformers: Revenge of the Fallen,22826,Hasbro Studios
8373,Transformers: Revenge of the Fallen,76043,Revolution Sun Studios
91314,Transformers: Age of Extinction,4,Paramount Pictures
91314,Transformers: Age of Extinction,56,Amblin Entertainment
91314,Transformers: Age of Extinction,435,Di Bonaventura Pictures
91314,Transformers: Age of Extinction,2481,Platinum Dunes
91314,Transformers: Age of Extinction,11413,China Movie Channel
91314,Transformers: Age of Extinction,22826,Hasbro Studios
91314,Transformers: Age of Extinction,38833,Ian Bryce Productions
91314,Transformers: Age of Extinction,76043,Revolution Sun Studios
68728,Oz: The Great and Powerful,2,Walt Disney Pictures
68728,Oz: The Great and Powerful,16314,Roth Films
102382,The Amazing Spider-Man 2,5,Columbia Pictures
102382,The Amazing Spider-Man 2,19551,Marvel Enterprises
102382,The Amazing Spider-Man 2,31828,Avi Arad Productions
102382,The Amazing Spider-Man 2,53462,Matt Tolmach Productions
20526,TRON: Legacy,2,Walt Disney Pictures
20526,TRON: Legacy,7161,LivePlanet
20526,TRON: Legacy,18713,Prana Studios
20526,TRON: Legacy,23791,Sean Bailey Productions
20526,TRON: Legacy,76043,Revolution Sun Studios
20526,TRON: Legacy,76067,Kontsept Film Company
49013,Cars 2,2,Walt Disney Pictures
49013,Cars 2,3,Pixar Animation Studios
44912,Green Lantern,2609,De Line Pictures
44912,Green Lantern,6194,Warner Bros.
44912,Green Lantern,9993,DC Entertainment
10193,Toy Story 3,2,Walt Disney Pictures
10193,Toy Story 3,3,Pixar Animation Studios
534,Terminator Salvation,5,Columbia Pictures
534,Terminator Salvation,4021,The Halcyon Company
534,Terminator Salvation,4022,Wonderland Sound and Vision
534,Terminator Salvation,6194,Warner Bros.
168259,Furious 7,33,Universal Pictures
168259,Furious 7,333,Original Film
168259,Furious 7,3341,Fuji Television Network
168259,Furious 7,6452,Dentsu
168259,Furious 7,7154,One Race Films
168259,Furious 7,40890,China Film Co.
168259,Furious 7,86352,Québec Production Services Tax Credit
168259,Furious 7,86655,Media Rights Capital (MRC)
168259,Furious 7,87857,Abu Dhabi Film Commission
168259,Furious 7,87858,"Colorado Office of Film, Television & Media"
72190,World War Z,4,Paramount Pictures
72190,World War Z,3281,GK Films
72190,World War Z,6277,Skydance Productions
72190,World War Z,9169,Hemisphere Media Capital
72190,World War Z,11956,Apparatus Productions
72190,World War Z,19108,Latina Pictures
72190,World War Z,23644,2DUX²
127585,X-Men: Days of Future Past,306,Twentieth Century Fox Film Corporation
127585,X-Men: Days of Future Past,431,Donners' Company
127585,X-Men: Days of Future Past,7505,Marvel Entertainment
127585,X-Men: Days of Future Past,9168,Bad Hat Harry Productions
127585,X-Men: Days of Future Past,22213,TSG Entertainment
127585,X-Men: Days of Future Past,37336,Down Productions
127585,X-Men: Days of Future Past,76043,Revolution Sun Studios
54138,Star Trek Into Darkness,4,Paramount Pictures
54138,Star Trek Into Darkness,6277,Skydance Productions
54138,Star Trek Into Darkness,11461,Bad Robot
54138,Star Trek Into Darkness,12536,Kurtzman/Orci
81005,Jack the Giant Slayer,12,New Line Cinema
81005,Jack the Giant Slayer,333,Original Film
81005,Jack the Giant Slayer,923,Legendary Pictures
81005,Jack the Giant Slayer,6194,Warner Bros.
81005,Jack the Giant Slayer,8406,Big Kid Pictures
81005,Jack the Giant Slayer,9168,Bad Hat Harry Productions
64682,The Great Gatsby,79,Village Roadshow Pictures
64682,The Great Gatsby,240,Bazmark Films
64682,The Great Gatsby,6194,Warner Bros.
64682,The Great Gatsby,11858,A&E Television Networks
64682,The Great Gatsby,14440,Red Wagon Entertainment
64682,The Great Gatsby,14604,Spectrum Films
9543,Prince of Persia: The Sands of Time,2,Walt Disney Pictures
9543,Prince of Persia: The Sands of Time,130,Jerry Bruckheimer Films
68726,Pacific Rim,923,Legendary Pictures
68726,Pacific Rim,6194,Warner Bros.
68726,Pacific Rim,19750,Disney Double Dare You (DDY)
68726,Pacific Rim,19751,Indochina Productions
38356,Transformers: Dark of the Moon,4,Paramount Pictures
38356,Transformers: Dark of the Moon,435,Di Bonaventura Pictures
38356,Transformers: Dark of the Moon,19751,Indochina Productions
38356,Transformers: Dark of the Moon,22826,Hasbro Studios
217,Indiana Jones and the Kingdom of the Crystal Skull,1,Lucasfilm
217,Indiana Jones and the Kingdom of the Crystal Skull,4,Paramount Pictures
105864,The Good Dinosaur,2,Walt Disney Pictures
105864,The Good Dinosaur,3,Pixar Animation Studios
62177,Brave,2,Walt Disney Pictures
62177,Brave,3,Pixar Animation Studios
188927,Star Trek Beyond,4,Paramount Pictures
188927,Star Trek Beyond,11461,Bad Robot
188927,Star Trek Beyond,34530,Perfect Storm Entertainment
188927,Star Trek Beyond,69484,Alibaba Pictures Group
188927,Star Trek Beyond,82819,Skydance Media
188927,Star Trek Beyond,83644,Sneaky Shark
188927,Star Trek Beyond,83645,Huahua Media
10681,WALL·E,2,Walt Disney Pictures
10681,WALL·E,3,Pixar Animation Studios
10681,WALL·E,93408,FortyFour Studios
5174,Rush Hour 3,12,New Line Cinema
14161,2012,5,Columbia Pictures
14161,2012,347,Centropolis Entertainment
14161,2012,1557,The Mark Gordon Company
14161,2012,10905,Farewell Productions
17979,A Christmas Carol,5888,Walt Disney
17979,A Christmas Carol,11395,ImageMovers
76757,Jupiter Ascending,79,Village Roadshow Pictures
76757,Jupiter Ascending,444,Dune Entertainment
76757,Jupiter Ascending,450,Anarchos Productions
76757,Jupiter Ascending,6194,Warner Bros.
258489,The Legend of Tarzan,79,Village Roadshow Pictures
258489,The Legend of Tarzan,552,Dark Horse Entertainment
258489,The Legend of Tarzan,2596,Jerry Weintraub Productions
258489,The Legend of Tarzan,41624,RatPac-Dune Entertainment
258489,The Legend of Tarzan,46339,Beagle Pug Films
258489,The Legend of Tarzan,86565,Riche Productions
258489,The Legend of Tarzan,86566,Village Roadshow Films North America
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",5888,Walt Disney
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",10221,Walden Media
246655,X-Men: Apocalypse,306,Twentieth Century Fox Film Corporation
246655,X-Men: Apocalypse,431,Donners' Company
246655,X-Men: Apocalypse,7505,Marvel Entertainment
246655,X-Men: Apocalypse,9168,Bad Hat Harry Productions
246655,X-Men: Apocalypse,22213,TSG Entertainment
246655,X-Men: Apocalypse,78091,Kinberg Genre
155,The Dark Knight,429,DC Comics
155,The Dark Knight,923,Legendary Pictures
155,The Dark Knight,6194,Warner Bros.
155,The Dark Knight,9993,DC Entertainment
155,The Dark Knight,9996,Syncopy
14160,Up,3,Pixar Animation Studios
15512,Monsters vs Aliens,521,DreamWorks Animation
1726,Iron Man,420,Marvel Studios
44826,Hugo,4,Paramount Pictures
44826,Hugo,2691,Infinitum Nihil
44826,Hugo,3281,GK Films
8487,Wild Wild West,2507,"Todman, Simon, LeMasters Productions"
8487,Wild Wild West,6194,Warner Bros.
8487,Wild Wild West,16774,Peters Entertainment
8487,Wild Wild West,57088,Sonnenfeld Josephson Worldwide Entertainment
1735,The Mummy: Tomb of the Dragon Emperor,33,Universal Pictures
1735,The Mummy: Tomb of the Dragon Emperor,2269,China Film Co-Production Corporation
1735,The Mummy: Tomb of the Dragon Emperor,7295,Relativity Media
1735,The Mummy: Tomb of the Dragon Emperor,11462,Alphaville Films
1735,The Mummy: Tomb of the Dragon Emperor,19643,"Sommers Company, The"
297761,Suicide Squad,429,DC Comics
297761,Suicide Squad,444,Dune Entertainment
297761,Suicide Squad,507,Atlas Entertainment
297761,Suicide Squad,6194,Warner Bros.
297761,Suicide Squad,9993,DC Entertainment
2698,Evan Almighty,5,Columbia Pictures
2698,Evan Almighty,33,Universal Pictures
2698,Evan Almighty,158,Spyglass Entertainment
2698,Evan Almighty,159,Shady Acres Entertainment
2698,Evan Almighty,333,Original Film
2698,Evan Almighty,4171,Playtone
2698,Evan Almighty,7295,Relativity Media
137113,Edge of Tomorrow,79,Village Roadshow Pictures
137113,Edge of Tomorrow,6194,Warner Bros.
137113,Edge of Tomorrow,6687,Viz Media
137113,Edge of Tomorrow,12200,Province of British Columbia Production Services Tax Credit
137113,Edge of Tomorrow,36390,3 Arts Entertainment
137113,Edge of Tomorrow,41624,RatPac-Dune Entertainment
9804,Waterworld,33,Universal Pictures
9804,Waterworld,1073,Gordon Company
9804,Waterworld,1302,Davis Entertainment
9804,Waterworld,6092,Licht/Mueller Film Corporation
14869,G.I. Joe: The Rise of Cobra,4,Paramount Pictures
14869,G.I. Joe: The Rise of Cobra,158,Spyglass Entertainment
14869,G.I. Joe: The Rise of Cobra,435,Di Bonaventura Pictures
14869,G.I. Joe: The Rise of Cobra,2598,Hasbro
14869,G.I. Joe: The Rise of Cobra,76067,Kontsept Film Company
150540,Inside Out,2,Walt Disney Pictures
150540,Inside Out,3,Pixar Animation Studios
278927,The Jungle Book,2,Walt Disney Pictures
278927,The Jungle Book,3036,Walt Disney Studios Motion Pictures
278927,The Jungle Book,7297,Fairview Entertainment
278927,The Jungle Book,20478,Moving Picture Company (MPC)
10138,Iron Man 2,420,Marvel Studios
58595,Snow White and the Huntsman,33,Universal Pictures
58595,Snow White and the Huntsman,16314,Roth Films
102651,Maleficent,2,Walt Disney Pictures
102651,Maleficent,3036,Walt Disney Studios Motion Pictures
102651,Maleficent,16314,Roth Films
119450,Dawn of the Planet of the Apes,290,Ingenious Media
119450,Dawn of the Planet of the Apes,7076,Chernin Entertainment
119450,Dawn of the Planet of the Apes,22213,TSG Entertainment
79698,The Lovers,7299,Corsan
79698,The Lovers,8186,Bliss Media
79698,The Lovers,8187,Limelight International Media Entertainment
79698,The Lovers,8188,Neelmudra Entertainment
79698,The Lovers,76098,Aristos Films
79698,The Lovers,76099,Singularity Productions
79698,The Lovers,76100,Wildkite
64686,47 Ronin,2735,Mid Atlantic Films
64686,47 Ronin,4403,Stuber Productions
64686,47 Ronin,6292,Universal
64686,47 Ronin,20478,Moving Picture Company (MPC)
64686,47 Ronin,20851,H2F Entertainment
100402,Captain America: The Winter Soldier,420,Marvel Studios
10192,Shrek Forever After,521,DreamWorks Animation
158852,Tomorrowland,2,Walt Disney Pictures
158852,Tomorrowland,20656,Babieka
158852,Tomorrowland,59778,A113
177572,Big Hero 6,2,Walt Disney Pictures
177572,Big Hero 6,6125,Walt Disney Animation Studios
82690,Wreck-It Ralph,6125,Walt Disney Animation Studios
5255,The Polar Express,1867,Golden Mean
5255,The Polar Express,4171,Playtone
5255,The Polar Express,11395,ImageMovers
47933,Independence Day: Resurgence,306,Twentieth Century Fox Film Corporation
47933,Independence Day: Resurgence,347,Centropolis Entertainment
47933,Independence Day: Resurgence,22213,TSG Entertainment
47933,Independence Day: Resurgence,86561,Stereo D
10191,How to Train Your Dragon,521,DreamWorks Animation
10191,How to Train Your Dragon,829,Vertigo Entertainment
10191,How to Train Your Dragon,20154,Mad Hatter Entertainment
296,Terminator 3: Rise of the Machines,5,Columbia Pictures
296,Terminator 3: Rise of the Machines,763,Intermedia Films
296,Terminator 3: Rise of the Machines,6194,Warner Bros.
296,Terminator 3: Rise of the Machines,7340,C-2 Pictures
296,Terminator 3: Rise of the Machines,19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
296,Terminator 3: Rise of the Machines,23636,Mostow/Lieberman Productions
118340,Guardians of the Galaxy,420,Marvel Studios
118340,Guardians of the Galaxy,20478,Moving Picture Company (MPC)
118340,Guardians of the Galaxy,54850,Bulletproof Cupid
118340,Guardians of the Galaxy,76043,Revolution Sun Studios
157336,Interstellar,4,Paramount Pictures
157336,Interstellar,923,Legendary Pictures
157336,Interstellar,6194,Warner Bros.
157336,Interstellar,9996,Syncopy
157336,Interstellar,13769,Lynda Obst Productions
27205,Inception,923,Legendary Pictures
27205,Inception,6194,Warner Bros.
27205,Inception,9996,Syncopy
315011,Shin Godzilla,5896,Cine Bazar
315011,Shin Godzilla,49301,Toho Pictures
49051,The Hobbit: An Unexpected Journey,11,WingNut Films
49051,The Hobbit: An Unexpected Journey,12,New Line Cinema
49051,The Hobbit: An Unexpected Journey,174,Warner Bros. Pictures
49051,The Hobbit: An Unexpected Journey,8411,Metro-Goldwyn-Mayer (MGM)
9799,The Fast and the Furious,33,Universal Pictures
9799,The Fast and the Furious,333,Original Film
9799,The Fast and the Furious,26281,Ardustry Entertainment
9799,The Fast and the Furious,26282,Mediastream Film GmbH & Co. Productions KG
4922,The Curious Case of Benjamin Button,4,Paramount Pictures
4922,The Curious Case of Benjamin Button,6194,Warner Bros.
4922,The Curious Case of Benjamin Button,7383,"Kennedy/Marshall Company, The"
49538,X-Men: First Class,289,Ingenious Film Partners
49538,X-Men: First Class,290,Ingenious Media
49538,X-Men: First Class,306,Twentieth Century Fox Film Corporation
49538,X-Men: First Class,431,Donners' Company
49538,X-Men: First Class,444,Dune Entertainment
49538,X-Men: First Class,6332,Dune Entertainment III
49538,X-Men: First Class,7505,Marvel Entertainment
49538,X-Men: First Class,9168,Bad Hat Harry Productions
49538,X-Men: First Class,10893,Big Screen Productions
131634,The Hunger Games: Mockingjay - Part 2,264,Studio Babelsberg
131634,The Hunger Games: Mockingjay - Part 2,1632,Lionsgate
131634,The Hunger Games: Mockingjay - Part 2,5420,Color Force
27022,The Sorcerer's Apprentice,2,Walt Disney Pictures
27022,The Sorcerer's Apprentice,130,Jerry Bruckheimer Films
27022,The Sorcerer's Apprentice,831,Saturn Films
27022,The Sorcerer's Apprentice,8000,Broken Road Productions
27022,The Sorcerer's Apprentice,19097,Junction Entertainment
503,Poseidon,449,Virtual Studios
503,Poseidon,1633,Next Entertainment
503,Poseidon,6194,Warner Bros.
503,Poseidon,14024,Irwin Allen Productions
503,Poseidon,18990,Radiant Productions
503,Poseidon,19943,Synthesis Entertainment
241259,Alice Through the Looking Glass,2,Walt Disney Pictures
241259,Alice Through the Looking Glass,598,Team Todd
241259,Alice Through the Looking Glass,8601,Tim Burton Productions
241259,Alice Through the Looking Glass,16314,Roth Films
241259,Alice Through the Looking Glass,37455,Legend3D
810,Shrek the Third,27,DreamWorks SKG
810,Shrek the Third,521,DreamWorks Animation
68735,Warcraft,33,Universal Pictures
68735,Warcraft,507,Atlas Entertainment
68735,Warcraft,923,Legendary Pictures
68735,Warcraft,16028,Blizzard Entertainment
87101,Terminator Genisys,4,Paramount Pictures
87101,Terminator Genisys,13184,Annapurna Pictures
87101,Terminator Genisys,82819,Skydance Media
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,444,Dune Entertainment
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,711,Fox 2000 Pictures
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,10221,Walden Media
676,Pearl Harbor,130,Jerry Bruckheimer Films
676,Pearl Harbor,9195,Touchstone Pictures
1858,Transformers,4,Paramount Pictures
1858,Transformers,27,DreamWorks SKG
1858,Transformers,56,Amblin Entertainment
1858,Transformers,435,Di Bonaventura Pictures
1858,Transformers,2481,Platinum Dunes
1858,Transformers,12247,thinkfilm
1858,Transformers,20011,SprocketHeads
1858,Transformers,22826,Hasbro Studios
1858,Transformers,76043,Revolution Sun Studios
1966,Alexander,591,France 3 Cinéma
1966,Alexander,763,Intermedia Films
1966,Alexander,866,Pathé Renn Productions
1966,Alexander,4588,Egmond Film & Television
1966,Alexander,6194,Warner Bros.
1966,Alexander,10926,Pacifica Film
1966,Alexander,19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
1966,Alexander,54997,WR Universal Group
675,Harry Potter and the Order of the Phoenix,6194,Warner Bros.
675,Harry Potter and the Order of the Phoenix,7364,Heyday Films
674,Harry Potter and the Goblet of Fire,462,Patalex IV Productions Limited
674,Harry Potter and the Goblet of Fire,6194,Warner Bros.
674,Harry Potter and the Goblet of Fire,7364,Heyday Films
8960,Hancock,5,Columbia Pictures
8960,Hancock,433,Weed Road Pictures
8960,Hancock,675,Forward Pass
8960,Hancock,7295,Relativity Media
8960,Hancock,12485,Overbrook Entertainment
8960,Hancock,28064,Blue Light
8960,Hancock,41756,GH Three
6479,I Am Legend,79,Village Roadshow Pictures
6479,I Am Legend,333,Original Film
6479,I Am Legend,433,Weed Road Pictures
6479,I Am Legend,6194,Warner Bros.
6479,I Am Legend,7364,Heyday Films
6479,I Am Legend,12485,Overbrook Entertainment
118,Charlie and the Chocolate Factory,79,Village Roadshow Pictures
118,Charlie and the Chocolate Factory,80,The Zanuck Company
118,Charlie and the Chocolate Factory,6194,Warner Bros.
118,Charlie and the Chocolate Factory,8601,Tim Burton Productions
118,Charlie and the Chocolate Factory,45778,Plan B Entertainment
118,Charlie and the Chocolate Factory,55512,Theobald Film Productions
2062,Ratatouille,2,Walt Disney Pictures
2062,Ratatouille,3,Pixar Animation Studios
272,Batman Begins,429,DC Comics
272,Batman Begins,923,Legendary Pictures
272,Batman Begins,6194,Warner Bros.
272,Batman Begins,9993,DC Entertainment
272,Batman Begins,9996,Syncopy
272,Batman Begins,19231,Patalex III Productions Limited
10527,Madagascar: Escape 2 Africa,521,DreamWorks Animation
18360,Night at the Museum: Battle of the Smithsonian,306,Twentieth Century Fox Film Corporation
18360,Night at the Museum: Battle of the Smithsonian,436,1492 Pictures
18360,Night at the Museum: Battle of the Smithsonian,444,Dune Entertainment
18360,Night at the Museum: Battle of the Smithsonian,2575,21 Laps Entertainment
18360,Night at the Museum: Battle of the Smithsonian,10224,Museum Canada Productions
18360,Night at the Museum: Battle of the Smithsonian,20478,Moving Picture Company (MPC)
2080,X-Men Origins: Wolverine,289,Ingenious Film Partners
2080,X-Men Origins: Wolverine,306,Twentieth Century Fox Film Corporation
2080,X-Men Origins: Wolverine,431,Donners' Company
2080,X-Men Origins: Wolverine,444,Dune Entertainment
2080,X-Men Origins: Wolverine,9076,Seed Productions
2080,X-Men Origins: Wolverine,9168,Bad Hat Harry Productions
2080,X-Men Origins: Wolverine,10893,Big Screen Productions
2080,X-Men Origins: Wolverine,19551,Marvel Enterprises
605,The Matrix Revolutions,79,Village Roadshow Pictures
605,The Matrix Revolutions,172,NPV Entertainment
605,The Matrix Revolutions,1885,Silver Pictures
605,The Matrix Revolutions,6194,Warner Bros.
109445,Frozen,2,Walt Disney Pictures
109445,Frozen,6125,Walt Disney Animation Studios
604,The Matrix Reloaded,79,Village Roadshow Pictures
604,The Matrix Reloaded,172,NPV Entertainment
604,The Matrix Reloaded,375,Heineken Branded Entertainment
604,The Matrix Reloaded,1885,Silver Pictures
604,The Matrix Reloaded,6194,Warner Bros.
76338,Thor: The Dark World,420,Marvel Studios
76341,Mad Max: Fury Road,79,Village Roadshow Pictures
76341,Mad Max: Fury Road,2537,Kennedy Miller Productions
76341,Mad Max: Fury Road,6194,Warner Bros.
13448,Angels & Demons,5,Columbia Pictures
13448,Angels & Demons,23,Imagine Entertainment
13448,Angels & Demons,5561,Panorama Films
13448,Angels & Demons,8253,Skylark Productions
10195,Thor,420,Marvel Studios
13053,Bolt,6125,Walt Disney Animation Studios
19585,G-Force,2,Walt Disney Pictures
19585,G-Force,130,Jerry Bruckheimer Films
19585,G-Force,3639,Whamaphram Productions
57165,Wrath of the Titans,923,Legendary Pictures
57165,Wrath of the Titans,3528,Thunder Road Pictures
57165,Wrath of the Titans,6194,Warner Bros.
57165,Wrath of the Titans,24175,Cott Productions
57165,Wrath of the Titans,24176,"Furia de Titanes II, A.I.E."
62213,Dark Shadows,79,Village Roadshow Pictures
62213,Dark Shadows,2691,Infinitum Nihil
62213,Dark Shadows,3281,GK Films
62213,Dark Shadows,6194,Warner Bros.
62213,Dark Shadows,8601,Tim Burton Productions
62213,Dark Shadows,9228,Dan Curtis Productions
62213,Dark Shadows,20004,"Zanuck Company, The"
177677,Mission: Impossible - Rogue Nation,4,Paramount Pictures
177677,Mission: Impossible - Rogue Nation,6277,Skydance Productions
177677,Mission: Impossible - Rogue Nation,11413,China Movie Channel
177677,Mission: Impossible - Rogue Nation,11461,Bad Robot
177677,Mission: Impossible - Rogue Nation,21777,TC Productions
177677,Mission: Impossible - Rogue Nation,69484,Alibaba Pictures Group
177677,Mission: Impossible - Rogue Nation,69485,Odin
7978,The Wolfman,33,Universal Pictures
7978,The Wolfman,4403,Stuber Productions
7978,The Wolfman,7295,Relativity Media
5559,Bee Movie,520,Pacific Data Images (PDI)
5559,Bee Movie,521,DreamWorks Animation
5559,Bee Movie,1903,Columbus 81 Productions
49444,Kung Fu Panda 2,521,DreamWorks Animation
10196,The Last Airbender,4,Paramount Pictures
10196,The Last Airbender,2348,Nickelodeon Movies
10196,The Last Airbender,7383,"Kennedy/Marshall Company, The"
10196,The Last Airbender,8805,Industrial Light & Magic (ILM)
